"id","make","model","version","manufacturing_year","engine_hp","engine_cc","fuel_type","battery_kwh","transmission_type","body","driven_wheels","doors_no","passengers_no","km_no","price","currency","price_details","offered_by","vin","dealer_warranty_included","pollution_norm","co2_emissions","tech_state","origin_country","location","county","equipments","description","particulate_filter","ad_url","first_registration_date","registered","owner_no","service_history","color","metallic_paint","date_posted","created","add_date","add_id","category","cc","collection_date","first_owner","gearbox","generation","image","ingest_file_id","vehicle_manufacturer","manufacturer_year","vehicle_model","name","postal_code","registration_date","site_id","source","state","tuning"
"0001e137-dd5a-5266-b8ed-612ac616fad3","SKODA","OCTAVIA","None","2016","150","196","D",\N,"M","Break","None","5",\N,"328000","7300.00","RON","None","Persoana fizica","None","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Skoda Octavia luna 10.2016
Motor 20 l diesel 150 cp Climatronic pilot automat cutie manuala 6 trepte sau schimbat discuri/placute/distributie
ITP valabil decembrie 2026","None","https://www.olx.ro/d/oferta/skoda-octavia-break-IDiaZMT.html",\N,"INMATRICULAT","None","None","ALBASTRU","NONE","2024-05-23","2024-06-01 06:37:21","2024-06-12",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0001fcce-cbab-5da6-b975-28ce81ce6ac1","AUDI","Q2","None","2017","150",\N,"U",\N,"missing","None",\N,\N,\N,"5326","19495.80","NONE","None","None","WAUZZZGA0JA014425",\N,"NONE",\N,"NONE","NONE","None","None","None","None","None","None",\N,"NONE",\N,\N,"NONE","NONE","2019-01-02","2021-10-11 14:25:10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"000210b0-442c-5158-9b21-a6aed15eded8","MERCEDES","E-CLASS","None","2019","150","200","D",\N,"A","Berlina","None","4",\N,"123500","28500.00","RON","None","Persoana fizica","WDD2130131A695197","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
* Autoturismul se prezinta in stare impecabila de functionare, fara probleme de ordin tehnic sau estetic. Masina ingrijita, cu toate schimburile facute la timp.
Din punct de vedere estetic, masina arata impecabil, atat interior cat si exterior, asta inseamna ca nu are zgaraieturi, lovituri sau ciobituri. Motorizare de 2.0 litri,
ce dezvolta 150 de cai si un consum mediu de 5.8 l/100km pentru ultimii 7400 de km.

~ PRET - 28 500 EURO

# MERCEDES-BENZ E-Klasse (E200d)
# An fabricatie 25.06.2019
# Motorizare 2.0 Diesel 150CP
# Cutie automata 9G-TRONIC
# Norma de poluare Euro 6
# Inmatriculat RO
# 123.500 km
# Culoare argintie

Gama de dotari:

 Intelligent Safety
 ILS Lights
 Lane Assist
 Side Assist
 Indicator recunoastere semne de circulatie
 Lumini ambientale 65k Policolors
 Internet WIFI
 Asistenta faza scurta / lunga
 Linie audio
 Suspensie adaptiva
 Dublu-Climatronic
 Incalzire in scaune
 Scaune reglabile full electric + lombar
 ABS+
 ESP + Sistem monitorizare presiune pneuri
 Volan reglabil electric multifunctional
 Airbag-uri fata (sofer + pasager), laterale fata si cortina
 Sistem Navigatie Professional 4k
 Senzori de parcare fata/spate
 Aprindere automata faruri de intalnire
 Park Assist (parcheaza singura)
 Camere 360
 Keyless GO / Entry
 Auto Hold
 Senzori ploaie
 Senzori lumini
 Privacy Glass
 Pilot automat
 Follow me home
 Computer de bord multifunctional
 Jante aliaj originale Mercedes A2134011400 Bicolore (Gri+Diamond Cut), anvelope Pirelli vara in stare foarte buna.","None","https://www.olx.ro/d/oferta/mercedes-benz-e-200-d-2019-IDikfbR.html",\N,"INMATRICULAT","None","None","ARGINTIU","NONE","2024-05-27","2024-05-31 11:14:45","2024-06-12",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00021679-c8ec-5a3b-8ec8-6566df9407f0","KIA","NIRO","None","2017","105","158","HIBRID",\N,"A","SUV","None","4",\N,"70000","16900.00","RON","None","Persoana fizica","None","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Kia Niro hybrid, 2017
Inmatriculata, unic proprietar
Culoare alb perlat
Revizia facuta la reprezentanta
Consum mediu 4l/100km","None","https://www.olx.ro/d/oferta/kia-niro-hybrid-2017-70000km-reali-inmatriculata-IDgzg3S.html",\N,"INMATRICULAT","None","None","ALB","NONE","2024-05-12","2024-05-16 15:53:11","2024-06-12",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00021994-dc89-54ba-9c77-79d7fa7f4baf","BMW","SERIES 3","None","2010","177","1995","D",\N,"A","None",\N,"5",\N,"245100","5400.00","EUR","Negociabil","Proprietar","None",\N,"EURO 5",\N,"SECOND HAND","NONE","Timisoara, Judet Timis","","","BMW e90 320d xDrive Automat 2010 Facelift
Persoana privata
Raport CarVertical la cerere.

VIN: WBAPP31070A981736
Data fabricatiei: 14.10.2010 
motor 2.0D 184cp/135Kw
Euro 5
Cutie automata
Computer de bord
Lumini automate
Faruri Xenon5
4x Geamuri electrice
Radio BMW Professional
Incalzire scaune fata
Senzori parcare spate
Dublu Climatronic
ABS, ESP, SERVO
Airbag-uri fata si spate
Proiectoare Ceata
Lumini la manerele usilor
Tempomat Cruise Control
Oglinzi electrice incalzite
Senzori de lumina/ploaie
Volan piele cu comenzi
Sistem Isofix
2 chei cu telecomanda
Jante r16 anvelope run-flat Michelin
4 roti de iarna R16 anvelope run-flat Continental
Carte service
Schimburi ulei+filtre efectuate recent
ITP valabil pana in 17.02.2024","Da","https://www.autovit.ro/anunt/bmw-seria-3-ID7HcPZf.html",\N,"DA","None",\N,"NEGRU","NONE",\N,"2023-06-18 18:02:08",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"000229c7-3285-545d-bb22-4c501b93e36b","MAZDA","CX-7","None","2008",\N,"2300","U",\N,"M","SUV",\N,\N,\N,"109000","6300.00","EUR","","Proprietar","",\N,"",\N,"","","Constanta, judet Constanta","Constanta","","Vand Mazda CX7, an fabricatie 2008, 2300 cmc, 260 cp, culoare neagrA, model Revolution, vArful de gama, unic proprietar, cumpArata de nouA din reprezentanta.
Masina se afla intr-o stare buna ETMi are doar 109000 km.","","https://www.olx.ro/oferta/vand-mazda-cx7-unic-proprietar-109000-km-IDe78o8.html#e0da8025ad","2008-05-31","",\N,\N,"NEGRU","","2021-10-28","2021-10-28 11:43:03",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00022b9e-b1a2-5fef-86ec-6be8b60d0f7d","KAWASAKI","VN","None","2007","104","20533","U",\N,"missing","None",\N,"None",\N,"66000","7000.00","EUR","Negociabil","Proprietar","None",\N,"NONE",\N,"SECOND HAND","CANADA","Brasov, Judet Brasov","","","Kawasaki Vulcan VN2000LT Classic Silverado
Injectie, racire pe lichid, 5 viteze
Capcitate = 2053 cc
Putere=104 CP / 76kW @ 4800 rpm
Cuplu=177 Nm @ 3200 rpm
Frane fata = dublu disc (300)  4 pistoane
Frane spate = mono disc (320) cu 2 pistoane
Greutate = 360 Kg
Capacitate rezervor = 21 L
Este pregatita de sezon, sunt schimbate: ulei, filtru ulei, filtru aer, placute frane, lichid frana, 
Furca servisata noiembrie 2022. 
Baterie aproape noua (schimbata acum 6 luni).
Cauciucurile schimbate anul trecut.
Pe alocuri vopseaua sarita.
Motorul merge perfect.
Are parbriz si tobe custom. (sunt montate cele stock) - mai silentioase
ITP valabil pana in 26.07.2023
KM: 66000, in crestere
Este o bestie blanda, foare manevrabila, care la nevoie rupe asfaltul. Cel mai bine se simte la drumuri lungi.
Pretul este usor negociabil. Se accepta si schimburi + diferenta","None","https://www.autovit.ro/anunt/kawasaki-vn-ID7HbmbH.html",\N,"DA",\N,\N,"ROSU","NONE","2023-07-07","2023-07-09 06:02:28",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00023709-8ff2-52d7-a981-0e4ec243a766","DACIA","DUSTER","None","2011","110","146","D",\N,"M","SUV","None","5",\N,"207000","5499.00","EUR","None","Persoana fizica","None","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
- 4x4 Transmisie integrala decuplabila
- motor 1.5 dCi 110 (81kW/110CP)
- Euro 5
- cutie 6 trepte
- ABS, ESP, 4 airbag-uri
- AC - Aer conditionat manual
- Geamuri fata electrice
- Inchidere centralizata cu telecomanda
- Carlig de remorcare
- prima inmatriculare 12/2011
- echipata cu anvelope pentru noroi

Import Germania, nu s-au scos numere rosii!","None","https://www.olx.ro/d/oferta/dacia-duster-4x4-1-5-dci-2011-207-000km-IDhWehG.html",\N,"NEINMATRICULAT","None","None","ARGINTIU","NONE","2024-03-17","2024-03-28 09:07:03","2024-04-15",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00027023-d686-52f0-a4ee-ffcd4d728b16","VOLKSWAGEN","PASSAT CC","None","2009","160","180","U",\N,"missing","Berlina","None","None",\N,"190000","5250.00","EUR","None","ionut","None","None","NONE","None","NEAVARIATA","ROMANIA","Targu Jiu","Gorj","None","Vand vw Passat cc recent adus ,1.8tsi 08 2009,se pot scoate numere rosii ,stare perfecta de functionare ,nu bate absolut nimic
*dublu clima
**incalzire in scaune
*piele alcantara impecabila
*jante r17cu anv noi 2022
*geamuri fumurii
*carlig remorca detasabil
*maxi dot
*navigatie
* cornering light
*distributie pe lant
**plus multe alte dotarii
Pret 5250e usor neg
Mai multe detalii in privat Publi24_1710696213","None","https://www.publi24.ro/anunturi/auto-moto/masini-second-hand/vw/passat-cc/anunt/vw-passat-cc/833e117471eh796gd17edei539d18518.html",\N,"INMATRICULABILA","None","None","missing","NONE","2024-03-30","2024-04-04 00:57:07","2024-04-15",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00027b3c-1b32-5d58-812d-554da88b68d5","MERCEDES","S-CLASS","580 e 4MATIC Long","2022","367","2999","HIBRID",\N,"A","None",\N,"4",\N,"13928","154700.00","EUR","TVA deductibil, Se emite factura","Firma","None",\N,"EURO 6",\N,"SECOND HAND","NONE","Calea Sagului Mercedes, 142 - 300517 Timisoara, Judet Timis (Romania)","","","Vehicul in dotarea de baza de la producator
Vopsire:	346	Vopsea metalizata negru Onyx
Tapiterie:	505	Piele Nappa Exclusive bej Macchiato / gri Magma

Dotare optionala
01U	Preinstalare pentru servicii navigatie
13U	Preinstallation for Remote and Navigation Services
14U	Pachet integrare smartphone
16U	Apple CarPlay
17U	Android Auto
201	Punte spate directoare cu unghi de pana la 4.5
21U	Camera frontala pentru monitorizare trafic
22U	MBUX Entertainment
243	Asistent activ pentru mentinerea benzii de rulare
266	Asistent activ la virare
276	Pachet memorie pentru locurile din spate
282	Functie de incarcare obiecte lungi
292	PRE-SAFE Impuls lateral
293	Airbag-uri laterale pentru locurile din spate
2B7	Omitere acces HANDS-FREE in cadrul pachetului depozitare
325	Airbag central
32U	Personalizare a sunetului
33B	Manual utilizare si evidenta service in limba romana
351	Sistem de apel de urgenta Mercedes-Benz
355	Servicii MBUX extinse
365	Navigatie pe HDD
367	Preinstalare pentru Live Traffic Information
421	9G-TRONIC
475	Sistem de monitorizare a presiunii in roti
489	AIRMATIC
513	Asistent pentru semnele de circulatie
534	Sistem multimedia MBUX
537	Radio digital
543	Parasolare duble
546	Asistent activ pentru limitarile de viteza
581	Sistem de climatizare automat THERMOTRONIC
587	Lumina ambientala cu proiectie logo
596	Geamuri din sticla securizata laminata antifurt cu izolare termica si fonica URBAN GUARD
597	Parbriz incalzit
628	Asistent adaptiv pentru faza lunga Plus
63B	Soclu de incarcare
65U	Plafon imbracat in microfibra DINAMICA bej
682	Extinctor
797	Consola centrala cu aspect cristal negru/gri
79B	Preinstalare pentru radio digital
810	Sistem audio Burmester 3D
83B	Incarcator on-board DC cu o putere de pana la 60 kW
878	Lumina ambientala activa
881	Portbagaj cu inchidere prin telecomanda
883	Inchidere asistata electric a portierelor
887	Incuietoare independenta pentru portbagaj
891	Lumina ambientala
897	Incarcare wireless pentru dispozitive mobile pentru locurile din fata
8U0	Spalare parbriz cu lichid incalzit
902	Incalzire scaune Plus pentru locurile fata
903	Incalzire scaune Plus pentru locurile din spate
942	Pachet depozitare
968	Document COC EU6 fara certificat de inregistrare partea a 2-a
989	Seria de sasiu vizibila sub parbriz
999	Filtru particule benzina
B30	Cablu de incarcare pentru priza domestica, 5 metri, drept
B53	Indicator acustic de prezenta
D62	Cod control
GHC	Transmisie hibrid cu putere variabila 100kW - 110kW
H38	Ornamente designo din lemn de nuc poros si linii de aluminiu
K32	Asistent activ la schimbarea benzii
K33	Functie de repornire automata in blocajele de trafic
K34	Adaptarea vitezei in functie de ruta
P20	Pachet asistenta la conducere
	233	Pilot mentinere distanta DISTRONIC
P34	Pachet Exclusive
	735	Pachet ornamente Exclusive
P47	Pachet parcare cu camera 360
	235	Asistent activ la parcare cu PARKTRONIC
	501	Camera 360
P55	Pachet Night
PBG	MBUX Navigation Premium
PBS	Pachet ENERGIZING pentru pasagerii din fata
	401	Scaune fata climatizate
	432	Pachet scaune multicontur active
	P21	Pachet AIR-BALANCE
	P69	Pachet incalzire confort
 443	Volan incalzit
 906	Cotiera incalzita pentru locurile din fata
 907	Cotiera centrala incalzita pentru locurile din fata si din spate
PYB	Pachet Base
	20U	Preinstalare pentru transfer cheie digitala
	34U	Servicii remote Premium
	384	Modul de internet LTE
	72B	Pachet USB Plus
	82B	Sistem de incarcare curent alternativ (CA), 11kW
	868	Display central OLED
	874	MAGIC VISION CONTROL
	889	Sistem KEYLESS-GO cu manere retractabile
	9B2	Cablu de incarcare pentru Wallbox si statie de incarcare publica, 11kW, 5 metri, drept
	B51	Kit interventie pana TIREFIT
	P53	ENERGIZING AIR CONTROL
	P82	URBAN GUARD Plus
 551	Sistem antifurt cu preinstalare a detectarii coliziunilor
 882	Sistem interior de monitorizare
	U25	Ornament praguri fata / spate inscriptionate ""Mercedes-Benz""
PYH	Linie AMG
	840	Geamuri laterale spate si luneta cu tenta inchisa
	950	Linie AMG
 772	Pachet AMG Styling
 L5C	Volan sport multifunctional imbracat in piele Nappa
	U29	Sistem de franare cu discuri de frana marite
PYO	Pachet Premium Plus cu HuD cu realitate augmentata
	223	Scaune spate cu reglaj electric si functie de memorie
	318	DIGITAL LIGHT with projection function
	402	Scaune spate climatizate
	413	Trapa panoramica
	445	Head-up Display cu realitate augmentata
	451	Display 3D sofer
	77B	Asistent interior MBUX
PYP	Pachet Executive pentru locurile din spate
	236	Compartiment spate cu lumina adaptiva
	306	Centuri de siguranta cu airbag incorporat
	447	Tableta MBUX pentru locurile din spate
	561	Catarama design centura de siguranta fata / sapte
	582	Sistem de climatizare THERMOTRONIC pentru spate
	78B	MBUX pentru locurile din spate
	898	Incarcare wireless pentru dispozitive mobile pentru locurile din spate
	P07	Pachet Chauffeur
 439	Tetiere de lux EASY ADJUST pentru locurile din fata, rabatabila pentru pasager
 452	Scaun fata pasager ajustabil electric de pe locurile din spate
 562	Impuls PRE-SAFE
 P64	Pachet memorie
 249	Oglinzile interioara si exterioara stanga, heliomate
 275	Scaun sofer ajustabil electric cu functie de memorare
 321	Scanner al amprentei
	P09	Pachet protectie solara
 297	Perdelute electrice pentru locurile din spate
 540	Jaluzea actionata electric pentru luneta
	U07	Sistem electric pentru centura spate
R01	Anvelope vara
R06	Anvelope cu spuma pentru absorbtia zgomotului
RVP	Jante AMG din aliaj 50.8 cm (20""), vopsite negru, design multispite
U01	Indicator stare centuri de siguranta spate
U10	Dezactivare automata a airbag-ului pasagerului
U19	Realitate augmentata MBUX pentru navigatie
U26	Covorase cu inscriptie AMG
U35	Priza in portbagaj
U60	Capota activa pentru protectia pietonilor
U67	Priza 230V in spate","None","https://www.autovit.ro/anunt/mercedes-benz-s-580-e-4matic-long-ID7He5ST.html",\N,"DA","None",\N,"NEGRU","NONE",\N,"2023-07-25 06:02:44",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"000290a0-59a7-553f-8ee2-671b45cef3bd","VOLKSWAGEN","GOLF","None","2014","110","160","D",\N,"M","Break","None","4",\N,"214000","8400.00","RON","None","Persoana fizica","None","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Masina este in stare foarte buna schimbat distributie si placute de frana.Mai multe detalii la fata locului.Dotari. Motor 1.6 Tdi euro6. Inchidere centralizata cu telecomanda. Geamuri electrice fata si spate. Oglinzi incalzite electric. Lumini de zi. Faruri ceata cu functie cornering. Sistem Comming home leaving home. Senzori parcare fata spate cu afisaj. Senzori presiune anvelope cu afisaj. Jante aluminiu originale 18. ABS ESP ASR. Frana de mana electrica. Autohold. Display touch-screen. Senzori lumina. Bluetooth usb aux. Pilot automat. Computer de bord. Comenzi volan. Rulou portbagaj. Webasto cu telecomanda. Cotiera l fata spate cu suport pahare. Mai multe detalii la fata locului. Pret negociabil.!!Accept orice test autorizat","None","https://www.olx.ro/d/oferta/vand-golf-7-1-6-tdi-euro-6-IDgALGm.html",\N,"INMATRICULAT","None","None","ALBASTRU","NONE","2024-03-14","2024-03-23 02:29:10","2024-04-15",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"000295e0-bb36-4618-ab4a-6f2136f9dbfd",\N,\N,"1.4 TSI DSG Edition",\N,"160",\N,"U",\N,"A",\N,\N,"3",\N,"263000","7399.00","EUR","Negociabil, Se emite factura","Firma",\N,\N,"Euro 5",\N,\N,\N,"Str Oasului 177 - 400641 Cluj-Napoca, Judet Cluj (Romania)","Cluj","","
        VOLKSWAGEN SCIROCCO 1.4 TSI 160 CAI Benzina+GPL
NIVEL DE ECHIPARE DE TOP

Pentru a putea vizualila peste 30 de fotografii cu aceasta masina intrati de pe Autovit.ro sau pe pagina noastra de Facebook AUTO Transparent CLUJ

GARANTAM KILOMETRAJUL REAL AL MASINI
Carte service la zi
Kilometrajul se trece pe factura de achizitie

OFERIM GARANTIE 3 LUNI (3000) KILOMETRI

POSIBILITATE DE FINANTARE RAPID SI USOR DE OBTINUT!
PE PERSOANA FIZICA PANA LA 12500 DE EURO
POSIBILITATE DE FINANTARE SI PE FIRMA
✔FINANTARE - cu avans cuprins intre 0% si 30% din valoarea autoturismului in maxim 2 ore de la solicitare,in functie de profilul si gradul de eligibilitate al clientului se stabileste avansul.Rambursarea anticipata a sumei creditului ( partiala sau totala ) se poate realiza oricand doriti.

Toate optiunile functioneaza perfect
Nu are martori aprinsi sau erori in bord.
Cutia de viteze schimba perfect.

Sistem multimedia mare MP3,bluethooth
Tapiserie piele nappa brown in stare impecabila
Sistem audio Dynaudio muzica se aude bestial

Pilot automat,tempomat
Senzori de ploaie si lumini
Jante aliaj Originale VW montate cu anvelope in stare foarte buna 235/45/17
Volan sport cu padele imbracat in piele perforata
Scaune sport
Suspensie sport
Comenzi vocale
Comenzi pe volan
Oglinzi si geamuri electrice

Lumini de ambianta reglabile pe intensitate
Dublu climatronic
Oglinda retrovizorie digitala
Pedalier sport aluminiu

Masina este in stare exceptionala atat technic cat si estetic.
Garantam autenticitatea kilometrilor.
Suntem parc auto va sprijinim in demersurile administrative.
Cerem si oferim seriozitate!
Va stam la dispozitie telefonic pentru alte detalii.    ",\N,\N,\N,\N,\N,\N,"Alb",\N,\N,"2023-11-28 05:10:58","2023-04-20","https://www.autovit.ro/anunt/volkswagen-scirocco-1-4-tsi-dsg-edition-ID7HaQOR.html","Autoturisme","1390","2023-04-20",\N,"Automata",\N,"https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjNxZDVmcHdlZzN6MzMtQVVUT1ZJVFJPIiwidyI6W3siZm4iOiJxN216NTNiaWZwemstQVVUT1ZJVFJPIiwicyI6IjE2IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.ipEuzSApDvq1XjG_T_pFZ0_lH0p2ueYh8dcfQocUNVI/image;s=732x488",\N,"VOLKSWAGEN","2009","SCIROCCO","Volkswagen Scirocco 1.4 TSI DSG Edition","400641","2009-07-21","7050898593","AUTOVIT","Second hand",\N
"0002977a-a869-515c-8a44-506de20e0001","RENAULT","GRAND SCENIC","None","2012","110",\N,"D",\N,"missing","None",\N,\N,\N,"190000","6399.00","NONE","None","None","",\N,"NONE",\N,"NONE","NONE","None","None","None","None","None","None",\N,"NONE",\N,\N,"NONE","NONE","2018-07-29","2021-10-11 14:25:10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00029929-6d83-5ec2-a81f-55507b6d7984","SEAT","IBIZA","None","2018","95","999","U",\N,"M","Hatchback","None","5",\N,"59000","9800.00","EUR","None","Persoana fizica","VSSZZZKJZJR058695","None","NONE","None","NONE","ROMANIA","Brasov","Brasov","None","DESCRIERE
Vand Seat Ibiza, cu prima inmatriculare in 2018 si unic proprietar/utilizator.
Toate reviziile au fost facute in reprezentanta Dip Motors Brasov.
ITP facut recent, valabil pana in 2025.
Fara accidente
Doua chei
Certificat de conformitate
Revizia anuala la zi cu schimb de ulei (14.08.2023)

Dotari:

Versiune: 1.0 TSI
Anul: 2018
59000 km
Combustibil:
Putere: 95 CP
Capacitate cilindrica: 999 cm3
Filtru de particule: Da
Cutie de viteze: Manuala
Numar de portiere: 5
Culoare: Albastru metalizat
Numar locuri: 5
Bluetooth
Radio
Sistem hands-free
Port USB
Monitor cu touch screen
Climatronic
Tapiterie stofa
Incalzire scaun sofer
Incalzire scaun pasager
Cotiera (fata)
Volan piele
Volan cu comenzi
Volan multifunctional
Schimbator viteze piele
Geamuri electrice fata
Temponat
Faruri LED
Senzori parcare spate
Controlul distantei
Asistenta la franare
Controlul tractiunii
Asistenta in rampa
Faruri cu temporizator
Lumini de zi
Lumini de zi LED
Faruri ceata
Stopuri LED
Sistem Start/Stop
Servodirectie
Performanta
Jante aliaj
ABS
ESP
EBD
Franare asistata
Sistem asistenta franare oras
Sistem franare automata pietoni
Airbag sofer
Airbag scaun pasager
Isofix
2 seturi de jante (vara si iarna)","None","https://www.olx.ro/d/oferta/seat-ibiza-2018-1-0-tsi-benzina-95-cp-unic-proprietar-IDhtwHR.html",\N,"INMATRICULAT","None","None","ALBASTRU","NONE","2023-10-22","2023-10-26 18:42:53",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00029e8a-b8c0-4495-920e-a5100126f412",\N,\N,"L W12 6.3 FSI quattro Tiptronic",\N,"500",\N,"U",\N,"A",\N,\N,"4",\N,"160100","25000.00","EUR","Negociabil","Proprietar",\N,\N,"Euro 5",\N,\N,"Germania","Pitesti, Judet Arges","Arges","","
            ","Da",\N,\N,"Da",\N,\N,"Gri",\N,\N,"2023-11-28 03:44:41","2023-03-16","https://www.autovit.ro/anunt/audi-a8-l-w12-6-3-fsi-quattro-tiptronic-ID7H9zw6.html","Autoturisme","6299","2023-03-16",\N,"Automata","D4 [2010 - 2017]","https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im1zMmozZ2lmNWYwZzItQVVUT1ZJVFJPIiwidyI6W3siZm4iOiJxN216NTNiaWZwemstQVVUT1ZJVFJPIiwicyI6IjE2IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ._6yNq9gBoNqrwoVanF9PhHNUSs4rJfSz_UdWnMdupms/image;s=732x488",\N,"AUDI","2013","A8","Audi A8 L W12 6.3 FSI quattro Tiptronic",\N,"2013-05-31","7050593692","AUTOVIT","Second hand",\N
"0002abf6-4841-4199-8c5b-b1dfbb64740c",\N,\N,\N,\N,"225",\N,"D",\N,"A",\N,\N,"5",\N,"220000","7900.00","EUR","Negociabil","Proprietar",\N,\N,"Euro 4",\N,\N,\N,"Focsani, Judet Vrancea","Vrancea","","
        JEEP Grand Cheroche anul 2007
AUTOUTILITARA 5 Locuri de fabrica
Motor 3.0CDi 225 CP Euro 4
Motor Mercedes 3.0 V6
CV Automata diferential blocabil
Tractiune integrala 4x4
.
Dublu-climatronic
Interior piele doua culori
Navigatie originala
Geamuri electrice fata-spate
Oglinzi electrice-incalzite
Trapa electrica
Scaune fata reglabile electric
ABS, ESP, airbag-uri
Pilot automat
Computer bord
Senzori parcare fata-spate
Proiectoare ceata
Inchidere centralizata
Volan reglabil, servo
Radio/CD, comenzi volan
DVD in tetiere spate
Geamuri fumurii
Jante aliaj R18
Anvelope noi
.
Recent adusa, nerulata in tara
Vopsea originala, fara accidente si fara rugina
MASINA SE VINDE CU CARTE DE ROMANIA FACUTA (AUTOUTILITARA)
Si cu revizie completa toate filtrele si ulei schimbate!
Impozit mic 260 lei/an
.
Pret 7.900 EURO neg.
Mai multe detalii la telefon (O766) / 770 559    ",\N,\N,\N,\N,\N,\N,"Gri",\N,\N,"2023-11-28 07:54:23","2023-06-14","https://www.autovit.ro/anunt/jeep-grand-cherokee-ID7HcBTp.html","Autoturisme","2987","2023-06-14",\N,"Automata",\N,"https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InZnNGUxaDl5bXM5NjEtQVVUT1ZJVFJPIiwidyI6W3siZm4iOiJxN216NTNiaWZwemstQVVUT1ZJVFJPIiwicyI6IjE2IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.6aWZm6j6kh0x9TnX57qyi62FJ6EsVF0mCyBMIGFUiQM/image;s=732x488",\N,"JEEP","2007","GRAND CHEROKEE","Jeep Grand Cherokee",\N,"2007-05-31","7051317871","AUTOVIT","Second hand",\N
"0002ce0c-7a15-5d7d-b3c2-806847d84217","BMW","X6","None","2015","381","299","D",\N,"A","SUV","None","5",\N,"223000","30500.00","EUR","None","Persoana fizica","None","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Bmw x6
M50D
381 cai
223km
Incalzire/racire
incalzire spate
Head-up
Line assist
Camere 360
Jante 21
Sign assist
Line assist
Recunoastere pietoni
Far laser
Soft Close
Keyless go / easy entry

Accept variante !! +/- !!!","None","https://www.olx.ro/d/oferta/bmw-x6-m50d-2015-IDifQZY.html",\N,"INMATRICULAT","None","None","ALBASTRU","NONE","2024-05-02","2024-05-08 23:42:52","2024-06-12",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0002e8f0-1a59-5988-a031-fdaa3c589d4a","RENAULT","LAGUNA","None","2011",\N,"1500","D",\N,"M","Hatchback",\N,\N,\N,"267436","4500.00","EUR","","Proprietar","",\N,"",\N,"","","Sangeorz-Bai, judet Bistrita-Nasaud","Bistrita","","Renaul Laguna 3, an 2011, 
Motor 1.5 Diesel 
Cauciucuri de iarna Hankook noi (cumparate in Ianuarie 2021)
Parbriz nou
Turbina noua 
DistribuEie fAcutA 
kilometri reali 
6+1 trepte cutie manuala 
Geamuri electice 
2 chei 
Pilot automat
Senzor parcare 
... pentru mai multe detali contactaEi-mA  758 - arata telefon -","","https://www.olx.ro/oferta/renault-laguna-3-IDePtoy.html#e0da8025ad","2011-05-31","",\N,\N,"GRI","","2021-04-19","2021-10-19 17:24:04",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
